ID,taxid,taxid2,length,name,nuctype,Htaxid,Hname,Vfamily,Hgroup,hosttype,seq_ids,order
NC_002361,126070,126070-1,2037,Columbid circovirus,ssDNA,8930,Columbidae,Circoviridae,Chordata,Eukaryote,NC_002361,1553
HQ738642,942030,942030-1,2036,Circovirus NGchicken38/NGA/2009,ssDNA,9031,Gallus gallus,Circoviridae,Chordata,Eukaryote,HQ738642,1554
NC_020904,1194757,1194757-1,2063,Canine circovirus,ssDNA,9615,Canis lupus familiaris,Circoviridae,Chordata,Eukaryote,NC_020904,1555
NC_035799,1329650,1329650-1,2113,Bat circovirus,ssDNA,105273,Vespertilio sinensis,Circoviridae,Chordata,Eukaryote,NC_035799,1556
NC_023885,1475143,1475143-1,1753,Mink circovirus,ssDNA,169418,-,Circoviridae,-,Eukaryote,NC_023885,1557
NC_038385,1868218,1868218-1,1862,Bat associated circovirus 1,ssDNA,59479,Rhinolophus ferrumequinum,Circoviridae,Chordata,Eukaryote,NC_038385,1558
NC_034210,1964372,1964372-1,1873,Circovirus sp.,ssDNA,225400,Myotis davidii,Circoviridae,Chordata,Eukaryote,NC_034210,1559
NC_039033,2169823,2169823-1,1900,Bat associated circovirus 9,ssDNA,59479,Rhinolophus ferrumequinum,Circoviridae,Chordata,Eukaryote,NC_039033,1560
NC_021206,1868219,1868219-1,1798,Bat associated circovirus 2,ssDNA,59479,Rhinolophus ferrumequinum,Circoviridae,Chordata,Eukaryote,NC_021206,1561
NC_001792,133704,133704-1,1758,Porcine circovirus 1,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,NC_001792,1562
NC_036593,1506546,1506546-1,648,Porcine circovirus-like virus P1,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,NC_036593,1563
NC_013774,720569,720569-1,1767,Porcine circovirus type 1/2a,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,NC_013774,1564
AF117753,86385,86385-1,1768,Porcine circovirus type 2-D,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,AF117753,1565
JX524206,46221,46221-1,896,Porcine circovirus,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,JX524206,1566
AF109398,85543,85543-1,1768,Porcine circovirus type 2-C,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,AF109398,1567
EU057185,479166,479166-1,1767,Porcine circovirus 2 P0404c/03,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,EU057185,1568
DQ218419,348291,348291-1,1767,Porcine circovirus 2 strain SD3,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,DQ218419,1569
DQ218421,348293,348293-1,1767,Porcine circovirus 2 strain SD6,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,DQ218421,1570
DQ218420,348292,348292-1,1767,Porcine circovirus 2 strain SD5,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,DQ218420,1571
EU057186,479169,479169-1,1768,Porcine circovirus 2 T0181c/03,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,EU057186,1572
AF109399,85544,85544-1,1768,Porcine circovirus type 2-E,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,AF109399,1573
NC_005148,85708,85708-1,1768,Porcine circovirus 2,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,NC_005148,1574
EU057184,479171,479171-1,1768,Porcine circovirus 2 Z0161b/03,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,EU057184,1575
EU057187,479170,479170-1,1768,Porcine circovirus 2 U0168/03,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,EU057187,1576
AF112862,85709,85709-1,1768,Porcine circovirus type 2-B,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,AF112862,1577
AF109397,85542,85542-1,1768,Bovine circovirus,ssDNA,9913,Bos taurus,Circoviridae,Chordata,Eukaryote,AF109397,1578
EU057188,479168,479168-1,1768,Porcine circovirus 2 S0255/210/03,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,EU057188,1579
EU057189,479167,479167-1,1768,Porcine circovirus 2 R0255/209/03,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,EU057189,1580
NC_031755,2169856,2169856-1,2229,Mouse associated cyclovirus 1,ssDNA,10088,Mus,Circoviridae,Chordata,Eukaryote,NC_031755,1581
NC_038397,1987732,1987732-1,2379,Bat associated cyclovirus 7,ssDNA,59479,Rhinolophus ferrumequinum,Circoviridae,Chordata,Eukaryote,NC_038397,1582
NC_034977,2006585,2006585-1,1902,Duck associated cyclovirus 1,ssDNA,8839,Anas platyrhynchos,Circoviridae,Chordata,Eukaryote,NC_034977,1583
NC_038411,1673638,1673638-1,1843,Cyclovirus Equ1,ssDNA,9796,Equus caballus,Circoviridae,Chordata,Eukaryote,NC_038411,1584
NC_038403,1795984,1795984-1,1916,Pacific flying fox associated cyclovirus-2,ssDNA,77217,Pteropus tonganus,Circoviridae,Chordata,Eukaryote,NC_038403,1585
NC_038402,1795983,1795983-1,1923,Pacific flying fox associated cyclovirus-1,ssDNA,77217,Pteropus tonganus,Circoviridae,Chordata,Eukaryote,NC_038402,1586
NC_026266,1592090,1592090-1,2309,Sewage-associated circular DNA virus-23,ssDNA,1,-,-,-,-,NC_026266,1587
NC_024700,1530454,1530454-1,1773,Feline cyclovirus,ssDNA,9685,Felis catus,Circoviridae,Chordata,Eukaryote,NC_024700,1588
NC_023421,1420600,1420600-1,1378,Anguilla anguilla circovirus,ssDNA,7936,Anguilla anguilla,Circoviridae,Chordata,Eukaryote,NC_023421,1589
NC_032682,1755290,1755290-1,1723,Indian encephalitis associated cyclovirus,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_032682,1590
NC_038404,1795985,1795985-1,1838,Pacific flying fox associated cyclovirus-3,ssDNA,77217,Pteropus tonganus,Circoviridae,Chordata,Eukaryote,NC_038404,1591
NC_021568,1345637,1345637-1,1832,Human cyclovirus VS5700009,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_021568,1592
NC_038414,742924,742924-1,1867,Cyclovirus TN25,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_038414,1593
GQ404858,742925,742925-1,1867,Cyclovirus TN18,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,GQ404858,1594
NC_014927,942033,942033-1,1838,Cyclovirus PKgoat21/PAK/2009,ssDNA,9925,Capra hircus,Circoviridae,Chordata,Eukaryote,NC_014927,1595
NC_038405,942032,942032-1,1838,Cyclovirus PKbeef23/PAK/2009,ssDNA,9903,-,Circoviridae,-,Eukaryote,NC_038405,1596
NC_025476,1506568,1506568-1,1865,Cyclovirus ZM36a,ssDNA,214444,Crocidura hirta,Circoviridae,Chordata,Eukaryote,NC_025476,1597
AB937981,1506567,1506567-1,1853,Cyclovirus ZM01,ssDNA,214444,Crocidura hirta,Circoviridae,Chordata,Eukaryote,AB937981,1598
AB937986,1506572,1506572-1,1852,Cyclovirus ZM54,ssDNA,214444,Crocidura hirta,Circoviridae,Chordata,Eukaryote,AB937986,1599
AB937983,1506569,1506569-1,1851,Cyclovirus ZM38,ssDNA,214444,Crocidura hirta,Circoviridae,Chordata,Eukaryote,AB937983,1600
AB937987,1506573,1506573-1,1863,Cyclovirus ZM62,ssDNA,214444,Crocidura hirta,Circoviridae,Chordata,Eukaryote,AB937987,1601
KM392286,1573583,1573583-1,1868,Swine cyclovirus,ssDNA,9823,Sus scrofa,Circoviridae,Chordata,Eukaryote,KM392286,1602
NC_039215,1348500,1348500-1,1856,Cyclovirus VN,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_039215,1603
AB937984,1506570,1506570-1,1856,Cyclovirus ZM41,ssDNA,214444,Crocidura hirta,Circoviridae,Chordata,Eukaryote,AB937984,1604
AB937985,1506571,1506571-1,1854,Cyclovirus ZM50a,ssDNA,641488,Crocidura luna,Circoviridae,Chordata,Eukaryote,AB937985,1605
AB937980,1506566,1506566-1,1854,Cyclovirus ZM32,ssDNA,10112,Mastomys natalensis,Circoviridae,Chordata,Eukaryote,AB937980,1606
NC_023874,2038728,2038728-1,1790,Human associated cyclovirus 10,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_023874,1607
NC_023869,1234880,1234880-1,1896,Dragonfly associated cyclovirus 2,ssDNA,185825,Pantala flavescens,Circoviridae,Arthropoda,Eukaryote,NC_023869,1608
NC_038396,1987731,1987731-1,1688,Bat associated cyclovirus 6,ssDNA,159858,Rhinolophus pusillus,Circoviridae,Chordata,Eukaryote,NC_038396,1609
NC_038417,742923,742923-1,1795,Cyclovirus NG14,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_038417,1610
NC_038395,2050587,2050587-1,1818,Bat associated cyclovirus 4,ssDNA,9397,Chiroptera,Circoviridae,Chordata,Eukaryote,NC_038395,1611
NC_038401,1987738,1987738-1,1809,Bat associated cyclovirus 13,ssDNA,61862,Plecotus auritus,Circoviridae,Chordata,Eukaryote,NC_038401,1612
NC_034547,795381,795381-1,1844,Bat cyclovirus GF-4c,ssDNA,9397,Chiroptera,Circoviridae,Chordata,Eukaryote,NC_034547,1613
NC_020206,2050038,2050038-1,1719,Cockroach associated cyclovirus 1,ssDNA,2759,-,Circoviridae,-,Eukaryote,NC_020206,1614
NC_038398,1987733,1987733-1,1746,Bat associated cyclovirus 8,ssDNA,159858,Rhinolophus pusillus,Circoviridae,Chordata,Eukaryote,NC_038398,1615
NC_038410,1574362,1574362-1,1764,Dragonfly associated cyclovirus 8,ssDNA,320892,Orthetrum sabina,Circoviridae,Arthropoda,Eukaryote,NC_038410,1616
NC_025792,1572239,1572239-1,1790,Bat circovirus POA/2012/VI,ssDNA,9397,Chiroptera,Circoviridae,Chordata,Eukaryote,NC_025792,1617
NC_038416,742922,742922-1,1794,Cyclovirus NG12,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_038416,1618
NC_038399,1987734,1987734-1,1760,Bat associated cyclovirus 9,ssDNA,258959,Tylonycteris pachypus,Circoviridae,Chordata,Eukaryote,NC_038399,1619
NC_023886,1234879,1234879-1,1741,Dragonfly associated cyclovirus 1,ssDNA,447881,Tholymis tillarga,Circoviridae,Arthropoda,Eukaryote,NC_023886,1620
NC_038400,1987736,1987736-1,1844,Bat associated cyclovirus 11,ssDNA,1911917,Myotis sp.,Circoviridae,Chordata,Eukaryote,NC_038400,1621
NC_038412,742918,742918-1,1759,Cyclovirus PK5510,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_038412,1622
NC_039214,1234882,1234882-1,1742,Dragonfly associated cyclovirus 4,ssDNA,237662,Rhionaeschna multicolor,Circoviridae,Arthropoda,Eukaryote,NC_039214,1623
NC_038408,1574360,1574360-1,1761,Dragonfly associated cyclovirus 6,ssDNA,237662,Rhionaeschna multicolor,Circoviridae,Arthropoda,Eukaryote,NC_038408,1624
NC_027530,1592764,1592764-1,1789,Cyclovirus TsCyV-1_JP-NUBS-2014,ssDNA,64677,Callosciurus erythraeus,Circoviridae,Chordata,Eukaryote,NC_027530,1625
NC_038394,2050586,2050586-1,1741,Bat associated cyclovirus 3,ssDNA,9397,Chiroptera,Circoviridae,Chordata,Eukaryote,NC_038394,1626
GQ404850,742921,742921-1,1747,Cyclovirus Chimp12,ssDNA,9598,Pan troglodytes,Circoviridae,Chordata,Eukaryote,GQ404850,1627
NC_038407,742920,742920-1,1750,Cyclovirus Chimp11,ssDNA,9598,Pan troglodytes,Circoviridae,Chordata,Eukaryote,NC_038407,1628
NC_038415,742916,742916-1,1780,Cyclovirus PK5034,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_038415,1629
NC_014929,942035,942035-1,1703,Cyclovirus bat/USA/2009,ssDNA,9397,Chiroptera,Circoviridae,Chordata,Eukaryote,NC_014929,1630
NC_038409,1574361,1574361-1,1757,Dragonfly associated cyclovirus 7,ssDNA,481685,Xanthocnemis zealandica,Circoviridae,Arthropoda,Eukaryote,NC_038409,1631
NC_038406,942036,942036-1,1760,Cyclovirus NGchicken8/NGA/2009,ssDNA,9031,Gallus gallus,Circoviridae,Chordata,Eukaryote,NC_038406,1632
NC_014930,942037,942037-1,1760,Cyclovirus NGchicken15/NGA/2009,ssDNA,9031,Gallus gallus,Circoviridae,Chordata,Eukaryote,NC_014930,1633
NC_023866,1234883,1234883-1,1784,Dragonfly associated cyclovirus 5,ssDNA,451475,Erythrodiplax umbrata,Circoviridae,Arthropoda,Eukaryote,NC_023866,1634
NC_038418,1520935,1520935-1,1710,Cyclovirus SL-108277,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_038418,1635
NC_025791,1572237,1572237-1,1755,Bat circovirus POA/2012/II,ssDNA,9397,Chiroptera,Circoviridae,Chordata,Eukaryote,NC_025791,1636
NC_038393,2050585,2050585-1,1771,Bat associated cyclovirus 2,ssDNA,9397,Chiroptera,Circoviridae,Chordata,Eukaryote,NC_038393,1637
NC_014928,942034,942034-1,1751,Cyclovirus PKgoat11/PAK/2009,ssDNA,9925,Capra hircus,Circoviridae,Chordata,Eukaryote,NC_014928,1638
NC_036877,742915,742915-1,1723,Cyclovirus PK5006,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_036877,1639
GQ404848,742919,742919-1,1741,Cyclovirus PK6197,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,GQ404848,1640
NC_038413,742917,742917-1,1740,Cyclovirus PK5222,ssDNA,9606,Homo sapiens,Circoviridae,Chordata,Eukaryote,NC_038413,1641
NC_038580,201490,201490-7,759,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038580,1
NC_038579,201490,201490-6,1080,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038579,2
NC_038583,201490,201490-10,1181,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038583,3
comb-NC_005997,104581,104581-1,19345,St Croix River virus,dsRNA,6945,Ixodes scapularis,Reoviridae,Arthropoda,Eukaryote,"NC_005997,NC_005998,NC_005999,NC_006000,NC_006001,NC_006002,NC_006003,NC_006004,NC_006005,NC_006006",4
NC_038578,201490,201490-5,1175,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038578,5
comb-NC_027553,1679172,1679172-1,18799,Chobar Gorge virus,dsRNA,6937,Ornithodoros,Reoviridae,Arthropoda,Eukaryote,"NC_027553,NC_027554,NC_027555,NC_027556,NC_027557,NC_027558,NC_027559,NC_027560,NC_027561,NC_027562",6
comb-NC_027533,40067,40067-1,18909,Wad Medani virus,dsRNA,34630,Rhipicephalus,Reoviridae,Arthropoda,Eukaryote,"NC_027533,NC_027539,NC_027540,NC_027541,NC_027542,NC_027543,NC_027544,NC_027545,NC_027546,NC_027547",7
comb-NC_014522,204269,204269-1,18758,Great Island virus,dsRNA,33213,-,Reoviridae,-,Eukaryote,"NC_014522,NC_014523,NC_014524,NC_014525,NC_014526,NC_014527,NC_014528,NC_014529,NC_014530,NC_014531",8
comb-NC_027534,40065,40065-1,18810,Chenuda virus,dsRNA,32524,-,Reoviridae,-,Eukaryote,"NC_027534,NC_027535,NC_027536,NC_027537,NC_027538,NC_027548,NC_027549,NC_027550,NC_027551,NC_027552",9
comb-NC_038564,40053,40053-1,19993,Corriparta virus,dsRNA,162997,Culex annulirostris,Reoviridae,Arthropoda,Eukaryote,"NC_038564,NC_038565,NC_038566,NC_038567,NC_038568,NC_038569,NC_038570,NC_038571,NC_038572,NC_038573",10
comb-NC_024499,40060,40060-1,20302,Umatilla virus,dsRNA,8782,Aves,Reoviridae,Chordata,Eukaryote,"NC_024499,NC_024500,NC_024503,NC_024504,NC_024505,NC_024506,NC_024507,NC_024508,NC_024509,NC_024510",11
comb-NC_012754,559180,559180-1,6825,Stretch Lagoon orbivirus,dsRNA,162997,Culex annulirostris,Reoviridae,Arthropoda,Eukaryote,"NC_012754,NC_012755",12
comb-NC_007656,306276,306276-1,20716,Yunnan orbivirus,dsRNA,33213,-,Reoviridae,-,Eukaryote,"NC_007656,NC_007657,NC_007658,NC_007659,NC_007660,NC_007661,NC_007662,NC_007663,NC_007664,NC_007665",13
comb-NC_007748,356862,356862-1,20648,Peruvian horse sickness virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,"NC_007748,NC_007749,NC_007750,NC_007751,NC_007752,NC_007753,NC_007754,NC_007755,NC_007756,NC_007757",14
comb-NC_022620,1408137,1408137-1,20844,Mobuck virus,dsRNA,9874,Odocoileus virginianus,Reoviridae,Chordata,Eukaryote,"NC_022620,NC_022621,NC_022622,NC_022623,NC_022624,NC_022625,NC_022626,NC_022627,NC_022628,NC_022629",15
NC_038577,201490,201490-4,1607,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038577,16
comb-NC_005986,40059,40059-1,19815,Palyam virus,dsRNA,9913,Bos taurus,Reoviridae,Chordata,Eukaryote,"NC_005986,NC_005987,NC_005988,NC_005989,NC_005990,NC_005991,NC_005992,NC_005993,NC_005994,NC_005995",17
NC_038575,201490,201490-2,2775,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038575,18
comb-NC_005996,40050,40050-1,20424,African horse sickness virus,dsRNA,32524,-,Reoviridae,-,Eukaryote,"NC_005996,NC_006009,NC_006011,NC_006012,NC_006016,NC_006017,NC_006018,NC_006019,NC_006020,NC_006021",19
comb-NC_038604,40058,40058-1,19794,Orungo virus,dsRNA,9606,Homo sapiens,Reoviridae,Chordata,Eukaryote,"NC_038604,NC_038605,NC_038606,NC_038607,NC_038608,NC_038609,NC_038610,NC_038611,NC_038612,NC_038613",20
comb-NC_038594,40057,40057-1,20147,Lebombo virus,dsRNA,9606,Homo sapiens,Reoviridae,Chordata,Eukaryote,"NC_038594,NC_038595,NC_038596,NC_038597,NC_038598,NC_038599,NC_038600,NC_038601,NC_038602,NC_038603",21
NC_038574,201490,201490-1,3963,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038574,22
comb-NC_022633,40052,40052-1,20671,Changuinola virus,dsRNA,89099,Hylaeamys megacephalus,Reoviridae,Chordata,Eukaryote,"NC_022633,NC_022634,NC_022635,NC_022636,NC_022637,NC_022638,NC_022639,NC_022640,NC_022641,NC_022642",23
comb-NC_022553,40061,40061-1,20080,Wallal virus,dsRNA,376584,Anopheles annulipes,Reoviridae,Arthropoda,Eukaryote,"NC_022553,NC_022554,NC_022555,NC_022556,NC_022557,NC_022558,NC_022559,NC_022560,NC_022561,NC_022562",24
comb-NC_038584,40056,40056-1,20204,Eubenangee virus,dsRNA,33213,-,Reoviridae,-,Eukaryote,"NC_038584,NC_038585,NC_038586,NC_038587,NC_038588,NC_038589,NC_038590,NC_038591,NC_038592,NC_038593",25
comb-NC_038614,40062,40062-1,20328,Warrego virus,dsRNA,-,-,Reoviridae,-,-,"NC_038614,NC_038615,NC_038616,NC_038617,NC_038618,NC_038619,NC_038620,NC_038621,NC_038622,NC_038623",26
NC_038581,201490,201490-8,1986,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038581,27
comb-NC_033782,1955493,1955493-1,20172,Orbivirus SX-2017a,dsRNA,7178,Culex tritaeniorhynchus,Reoviridae,Arthropoda,Eukaryote,"NC_033782,NC_033783,NC_033784,NC_033785,NC_033786,NC_033787,NC_033788,NC_033789,NC_033790,NC_033791",28
comb-NC_027803,1692107,1692107-1,20150,Fengkai orbivirus,dsRNA,7157,Culicidae,Reoviridae,Arthropoda,Eukaryote,"NC_027803,NC_027804,NC_027805,NC_027806,NC_027807,NC_027811,NC_027812,NC_027813,NC_027814,NC_027815",29
comb-AM498051,197780,197780-1,20101,Bluetongue virus 8,dsRNA,9940,Ovis aries,Reoviridae,Chordata,Eukaryote,"AM498051,AM498052,AM498053,AM498054,AM498055,AM498056,AM498057,AM498058,AM498059,AM498060",30
comb-NC_006007,40051,40051-1,20076,Bluetongue virus,dsRNA,33213,-,Reoviridae,-,Eukaryote,"NC_006007,NC_006008,NC_006010,NC_006013,NC_006014,NC_006015,NC_006022,NC_006023,NC_006024,NC_006025",31
comb-AM745027,449137,449137-1,21337,Epizootic hemorrhagic disease virus (serotype 5 / strain CSIRO 157),dsRNA,1437010,-,Reoviridae,-,Eukaryote,"AM745027,AM745028,AM745029,AM745030,AM745031,AM745032,AM745033,AM745034,AM745035,AM745036",32
comb-AM745017,449136,449136-1,20356,Epizootic hemorrhagic disease virus (serotype 4 / strain IbAr 33853),dsRNA,33213,-,Reoviridae,-,Eukaryote,"AM745017,AM745018,AM745019,AM745020,AM745021,AM745022,AM745023,AM745024,AM745025,AM745026",33
comb-AM745067,449141,449141-1,20306,Epizootic hemorrhagic disease virus (serotype 6 / strain 318),dsRNA,1437010,-,Reoviridae,-,Eukaryote,"AM745067,AM745068,AM745069,AM745070,AM745071,AM745072,AM745073,AM745074,AM745075,AM745076",34
comb-AM745057,449140,449140-1,20208,Epizootic hemorrhagic disease virus (serotype 8 / strain CPR 3961A),dsRNA,1437010,-,Reoviridae,-,Eukaryote,"AM745057,AM745058,AM745059,AM745060,AM745061,AM745062,AM745063,AM745064,AM745065,AM745066",35
comb-AM745037,449138,449138-1,20213,Epizootic hemorrhagic disease virus (serotype 6 / strain CSIRO 753),dsRNA,1437010,-,Reoviridae,-,Eukaryote,"AM745037,AM745038,AM745039,AM745040,AM745041,AM745042,AM745043,AM745044,AM745045,AM745046",36
comb-NC_013396,449133,449133-1,20305,Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey),dsRNA,35500,-,Reoviridae,-,Eukaryote,"NC_013396,NC_013397,NC_013398,NC_013399,NC_013400,NC_013401,NC_013402,NC_013403,NC_013404,NC_013405",37
comb-AM745007,449135,449135-1,20308,Epizootic hemorrhagic disease virus (serotype 1 / strain IbAr22619),dsRNA,33213,-,Reoviridae,-,Eukaryote,"AM745007,AM745008,AM745009,AM745010,AM745011,AM745012,AM745013,AM745014,AM745015,AM745016",38
comb-AM744997,10910,10910-1,20340,Epizootic hemorrhagic disease virus (serotype 2 / strain Alberta),dsRNA,35500,-,Reoviridae,-,Eukaryote,"AM744997,AM744998,AM744999,AM745000,AM745001,AM745002,AM745003,AM745004,AM745005,AM745006",39
comb-AM745047,449139,449139-1,20243,Epizootic hemorrhagic disease virus (serotype 7 / strain CSIRO 775),dsRNA,1437010,-,Reoviridae,-,Eukaryote,"AM745047,AM745048,AM745049,AM745050,AM745051,AM745052,AM745053,AM745054,AM745055,AM745056",40
comb-AM745077,449142,449142-1,20237,Epizootic hemorrhagic disease virus (serotype 2 / strain Ibaraki),dsRNA,1437010,-,Reoviridae,-,Eukaryote,"AM745077,AM745078,AM745079,AM745080,AM745081,AM745082,AM745083,AM745084,AM745085,AM745086",41
comb-AM744987,449134,449134-1,20236,Epizootic hemorrhagic disease virus (serotype 2 / strain 439),dsRNA,1437010,-,Reoviridae,-,Eukaryote,"AM744987,AM744988,AM744989,AM744990,AM744991,AM744992,AM744993,AM744994,AM744995,AM744996",42
NC_038576,201490,201490-3,1749,Equine encephalosis virus,dsRNA,9796,Equus caballus,Reoviridae,Chordata,Eukaryote,NC_038576,43
NC_003874,114871,114871-1,3157,Zygosaccharomyces bailii virus Z,dsRNA,4893,-,Amalgaviridae,-,Eukaryote,NC_003874,44
NC_035189,1872708,1872708-1,3387,Antonospora locustae virus 1,dsRNA,278021,Antonospora locustae,Amalgaviridae,Microsporidia,Eukaryote,NC_035189,45
NC_014593,430710,430710-1,3431,Blueberry latent virus,dsRNA,13749,Vaccinium,Amalgaviridae,Streptophyta,Eukaryote,NC_014593,46
NC_034615,1985203,1985203-1,3316,Zostera marina amalgavirus 2,dsRNA,29655,Zostera marina,Amalgaviridae,Streptophyta,Eukaryote,NC_034615,47
NC_034614,1985202,1985202-1,3383,Zostera marina amalgavirus 1,dsRNA,29655,Zostera marina,Amalgaviridae,Streptophyta,Eukaryote,NC_034614,48
NC_011591,591166,591166-1,3437,Southern tomato virus,dsRNA,4081,Solanum lycopersicum,Amalgaviridae,Streptophyta,Eukaryote,NC_011591,49
NC_035070,1985164,1985164-1,3420,Spinach amalgavirus 1,dsRNA,3562,Spinacia oleracea,Amalgaviridae,Streptophyta,Eukaryote,NC_035070,50
NC_014481,878260,878260-1,3427,Rhododendron virus A,dsRNA,191528,Rhododendron maximum,Amalgaviridae,Streptophyta,Eukaryote,NC_014481,51
NC_036581,2058779,2058779-1,3453,Allium cepa amalgavirus 2,dsRNA,4679,Allium cepa,Amalgaviridae,Streptophyta,Eukaryote,NC_036581,52
NC_036580,2058778,2058778-1,3453,Allium cepa amalgavirus 1,dsRNA,4679,Allium cepa,Amalgaviridae,Streptophyta,Eukaryote,NC_036580,53
NC_025367,1561172,1561172-1,2714,Ustilaginoidea virens RNA virus M,dsRNA,1159556,Ustilaginoidea virens,Totiviridae,Ascomycota,Eukaryote,NC_025367,54
NC_024703,1532031,1532031-1,3415,Alternaria longipes dsRNA virus 1,dsRNA,160389,Alternaria longipes,-,Ascomycota,Eukaryote,NC_024703,55
NC_027428,1054649,1054649-1,3218,Beauveria bassiana RNA virus 1,dsRNA,176275,Beauveria bassiana,-,Ascomycota,Eukaryote,NC_027428,56
NC_027427,1670975,1670975-1,2903,Ustilaginoidea virens unassigned RNA virus HNND-1,dsRNA,1159556,Ustilaginoidea virens,-,Ascomycota,Eukaryote,NC_027427,57
NC_028242,1565088,1565088-1,2923,Colletotrichum higginsianum non-segmented dsRNA virus 1,dsRNA,80884,Colletotrichum higginsianum,-,Ascomycota,Eukaryote,NC_028242,58
comb-NC_038843,675060,675060-1,3446,Cryptosporidium parvum virus 1,dsRNA,5807,Cryptosporidium parvum,Partitiviridae,Apicomplexa,Eukaryote,"NC_038843,NC_038844",59
comb-NC_015494,882768,882768-1,3211,Fig cryptic virus,dsRNA,3494,Ficus carica,Partitiviridae,Streptophyta,Eukaryote,"NC_015494,NC_015495",60
comb-NC_010343,351495,351495-1,4923,Raphanus sativus cryptic virus 2,dsRNA,3726,Raphanus sativus,Partitiviridae,Streptophyta,Eukaryote,"NC_010343,NC_010344,NC_010345",61
comb-NC_010346,492502,492502-1,4880,Rose cryptic virus 1,dsRNA,3764,Rosa,Partitiviridae,Streptophyta,Eukaryote,"NC_010346,NC_010347,NC_010348",62
comb-NC_009519,335204,335204-1,4878,Fragaria chiloensis cryptic virus,dsRNA,101007,Fragaria chiloensis,Partitiviridae,Streptophyta,Eukaryote,"NC_009519,NC_009520,NC_009521",63
comb-NC_011705,580254,580254-1,3290,Raphanus sativus cryptic virus 3,dsRNA,3726,Raphanus sativus,Partitiviridae,Streptophyta,Eukaryote,"NC_011705,NC_011706",64
comb-NC_030243,1768874,1768874-1,3220,Sinapis alba cryptic virus 1,dsRNA,3728,Sinapis alba,Partitiviridae,Streptophyta,Eukaryote,"NC_030243,NC_030245",65
comb-NC_037095,369643,369643-1,3175,Pepper cryptic virus 1,dsRNA,4072,Capsicum annuum,Partitiviridae,Streptophyta,Eukaryote,"NC_037095,NC_037096",66
comb-NC_034159,1050903,1050903-1,3234,Pepper cryptic virus 2,dsRNA,4072,Capsicum annuum,Partitiviridae,Streptophyta,Eukaryote,"NC_034159,NC_034167",67
